year,type,place,weight_lbs,est_weight,ott,city,state,state_code,latitude,longitude,nearest_station,TMIN_AVG,TMAX_AVG,PRCP_AVG,TEMP_DIFF_AVG,TMIN_STDEV,TMAX_STDEV,PRCP_STDEV,TEMP_DIFF_STDEV,TEMP_BELOW_MAX,TEMP_ABOVE_MIN
2013,Giant Pumpkin,559.0,798.4,720.0,318.0,Black Creek,Wisconsin,WI,44.4775,-88.4505556,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Pumpkin,998.0,439.0,377.0,256.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Pumpkin,1484.0,94.5,0.0,0.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Squash,9.0,1023.5,948.0,350.0,Kaukauna,Wisconsin,WI,44.2780556,-88.2719444,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Squash,138.0,33.6,0.0,0.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Tomato,6.0,5.33,,,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Tomato,20.0,4.75,,,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Tomato,48.0,4.13,,,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Tomato,69.0,3.7,,,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Tomato,72.0,3.63,,,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Watermelon,41.0,184.0,200.0,193.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Watermelon,51.0,177.0,187.0,188.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Giant Watermelon,142.0,105.4,101.0,151.0,Combined Locks,Wisconsin,WI,44.2658333,-88.3141667,USC00470265,120.31372549019608,240.0718954248366,27.30718954248366,119.75816993464052,54.32086332110772,55.2536143822717,68.50482897363702,33.39418207755398,153,129
2013,Field Pumpkin,7.0,136.5,142.0,190.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,41.0,113.5,127.0,183.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,60.0,104.5,110.0,175.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,65.0,102.5,0.0,0.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,67.0,102.0,136.0,188.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,90.0,95.0,108.0,174.0,West Linn,Oregon,OR,45.3658333,-122.6111111,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Giant Pumpkin,147.0,1287.0,1270.0,390.0,Clackamas,Oregon,OR,45.4077778,-122.56916670000001,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Giant Pumpkin,368.0,994.0,0.0,0.0,Clackamas,Oregon,OR,45.4077778,-122.56916670000001,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Giant Pumpkin,518.0,846.0,837.0,335.0,Clackamas,Oregon,OR,45.4077778,-122.56916670000001,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Giant Squash,65.0,453.5,457.0,273.0,Clackamas,Oregon,OR,45.4077778,-122.56916670000001,USC00356334,116.82758620689656,243.54022988505747,24.057471264367816,126.71264367816092,29.382484458313982,59.37323894038559,64.52444215482691,48.6529972417334,85,69
2013,Field Pumpkin,8.0,136.0,124.0,182.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Field Pumpkin,13.0,129.5,120.0,180.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Field Pumpkin,16.0,128.0,114.0,177.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Giant Pumpkin,18.0,1661.5,1424.0,408.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Giant Pumpkin,48.0,1491.5,1424.0,408.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Giant Pumpkin,95.0,1383.5,1454.0,412.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Giant Pumpkin,163.0,1254.5,1134.0,374.0,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Tomato,28.0,4.53,,,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Tomato,30.0,4.5,,,Saegertown,Pennsylvania,PA,41.718888899999996,-80.1477778,USW00004843,132.7027027027027,235.9391891891892,34.33783783783784,103.23648648648648,51.265012330480786,46.66412427739546,86.94188801660505,30.5764040202464,148,134
2013,Field Pumpkin,9.0,134.5,0.0,0.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Field Pumpkin,41.0,113.5,118.0,179.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Field Pumpkin,43.0,112.0,0.0,0.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Field Pumpkin,89.0,95.5,0.0,0.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,36.0,1532.0,1428.0,409.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,49.0,1488.5,1538.0,421.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,50.0,1486.5,1502.0,417.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,117.0,1325.0,1266.0,390.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,177.0,1232.5,1349.0,399.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,200.0,1203.0,1368.0,402.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Pumpkin,209.0,1192.0,1296.0,393.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Tomato,40.0,4.27,,,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Tomato,73.0,3.6,,,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Tomato,82.0,3.4,,,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Giant Watermelon,251.0,3.5,0.0,0.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458,122.69934640522875,240.4640522875817,39.71895424836601,117.76470588235294,53.32522916368459,50.12471631942182,86.62840010159698,32.56951365639716,153,136
2013,Field Pumpkin,14.0,128.5,124.0,182.0,Salem,Oregon,OR,44.9430556,-123.0338889,USW00024232,117.34640522875817,255.04575163398692,18.869281045751634,137.69934640522877,31.844259224312847,55.676147669649765,62.41306509757745,48.03042963187644,149,130
2013,Giant Pumpkin,99.0,1379.5,1304.0,394.0,Salem,Oregon,OR,44.9430556,-123.0338889,USW00024232,117.34640522875817,255.04575163398692,18.869281045751634,137.69934640522877,31.844259224312847,55.676147669649765,62.41306509757745,48.03042963187644,149,130
2013,Giant Pumpkin,235.0,1143.0,1158.0,377.0,Salem,Oregon,OR,44.9430556,-123.0338889,USW00024232,117.34640522875817,255.04575163398692,18.869281045751634,137.69934640522877,31.844259224312847,55.676147669649765,62.41306509757745,48.03042963187644,149,130
2013,Giant Pumpkin,334.0,1029.5,948.0,350.0,Salem,Oregon,OR,44.9430556,-123.0338889,USW00024232,117.34640522875817,255.04575163398692,18.869281045751634,137.69934640522877,31.844259224312847,55.676147669649765,62.41306509757745,48.03042963187644,149,130
2013,Field Pumpkin,16.0,128.0,138.0,189.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,23.0,123.5,127.0,183.0,Tenino,Washington,WA,46.856944399999996,-122.85166670000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,38.0,114.5,135.0,187.0,Tenino,Washington,WA,46.856944399999996,-122.85166670000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,39.0,114.0,0.0,0.0,Tenino,Washington,WA,46.856944399999996,-122.85166670000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,39.0,114.0,127.0,183.0,Tenino,Washington,WA,46.856944399999996,-122.85166670000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,79.0,98.5,105.0,172.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,90.0,95.0,92.0,165.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,112.0,87.5,88.0,162.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,127.0,83.0,86.0,161.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,161.0,73.0,75.0,154.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,200.0,1203.0,1245.0,387.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,226.0,1163.5,1228.0,385.0,Tumwater,Washington,WA,47.0075,-122.90805559999998,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,310.0,1052.0,1125.0,373.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,529.0,835.0,910.0,345.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,652.0,710.0,823.0,333.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Pumpkin,1221.0,283.0,291.0,235.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Giant Watermelon,247.0,14.2,0.0,0.0,Olympia,Washington,WA,47.03805560000001,-122.89944440000001,USW00024227,99.90849673202614,228.0392156862745,27.03921568627451,128.13071895424838,32.633805421341066,48.523038797231635,83.65970248831535,50.499308594857524,153,122
2013,Field Pumpkin,21.0,124.0,135.0,187.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Field Pumpkin,73.0,100.5,0.0,0.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Giant Pumpkin,911.0,505.0,522.0,286.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Giant Pumpkin,972.0,461.5,482.0,278.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Giant Pumpkin,1027.0,416.0,452.0,272.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Tomato,76.0,3.59,,,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Tomato,179.0,2.26,,,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Tomato,253.0,0.97,,,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314,143.18300653594773,232.71241830065358,35.22222222222222,89.52941176470588,48.60994563446335,47.5543557696451,79.09947286921157,30.57606107457129,153,125
2013,Field Pumpkin,27.0,121.0,118.0,179.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Field Pumpkin,85.0,97.0,0.0,0.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,505.0,855.0,870.0,340.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,542.0,822.5,841.0,336.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,563.0,795.0,881.0,341.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,619.0,735.5,736.0,321.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,646.0,712.5,703.0,316.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,685.0,683.5,680.0,312.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,785.0,608.0,687.0,313.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
2013,Giant Pumpkin,867.0,536.0,536.0,288.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00055402,119.58823529411765,270.18954248366015,14.686274509803921,150.6013071895425,45.67124072216746,63.1502752040079,35.45984953144287,38.75281651381868,145,136
